A,B,P,private_key_a,private_key_b,x_a,y_a,hashpoint_a,x_b,y_b,hashpoint_b,x_secret,y_secret,secret_in_hash,order, time(ms)
20,19,2003,11400714819323300129,11400714819323231893,1693,804,11400714819323309757,1466,1349,11400714819323294962,615,1119,11400714819323238570,2043,7
20,20,2003,11400714819323302640,11400714819323231313,407,413,11400714819323224640,370,840,11400714819323223371,567,1597,11400714819323237032,2070,9
20,24,2003,11400714819323301205,11400714819323230888,133,628,11400714819323207535,1362,1685,11400714819323288876,673,1861,11400714819323244259,2023,7
20,29,2003,11400714819323300192,11400714819323231893,1528,1070,11400714819323296313,563,1831,11400714819323237051,909,1496,11400714819323258269,2042,11
20,31,2003,11400714819323300270,11400714819323231893,502,406,11400714819323230814,1393,922,11400714819323287610,1925,1013,11400714819323323566,2045,8
20,32,2003,11400714819323300129,11400714819323231893,305,269,11400714819323218079,1113,1649,11400714819323272581,425,1725,11400714819323227349,2043,9
20,33,2003,11400714819323300569,11400714819323230761,795,1968,11400714819323250768,1207,1888,11400714819323279061,76,1304,11400714819323204620,2030,10
20,34,2003,11400714819323302970,11400714819323232146,1410,495,11400714819323288166,305,893,11400714819323219247,1421,1709,11400714819323290344,2058,15
20,36,2003,11400714819323303533,11400714819323231956,1152,629,11400714819323271978,1542,690,11400714819323299790,1312,1932,11400714819323283913,2046,9
20,39,2003,11400714819323303782,11400714819323232023,117,1905,11400714819323207830,601,744,11400714819323238282,1642,1755,11400714819323304288,2052,7
20,40,2003,11400714819323300377,11400714819323230824,569,306,11400714819323235884,973,1880,11400714819323262061,1360,374,11400714819323287439,2026,11
20,41,2003,11400714819323300772,11400714819323231722,529,386,11400714819323232330,1303,1608,11400714819323284597,1066,1295,11400714819323267204,2035,8
20,43,2003,11400714819323300837,11400714819323231722,217,1917,11400714819323214545,654,250,11400714819323241404,6,120,11400714819323198984,2034,23
20,46,2003,11400714819323303292,11400714819323232211,838,1455,11400714819323254611,1468,1686,11400714819323295398,750,1659,11400714819323247653,2062,6
20,47,2003,11400714819323301492,11400714819323231141,230,1096,11400714819323214576,1639,136,11400714819323302289,489,953,11400714819323231073,2007,6
20,50,2003,11400714819323301516,11400714819323231141,1528,613,11400714819323295744,1917,1095,11400714819323323910,1528,613,11400714819323295744,2008,7
20,51,2003,11400714819323301711,11400714819323231083,526,1254,11400714819323234032,238,1830,11400714819323215384,1582,1328,11400714819323299966,2012,7
20,52,2003,11400714819323300270,11400714819323231893,753,334,11400714819323246766,1933,1854,11400714819323326459,658,1811,11400714819323243230,2045,9
20,55,2003,11400714819323302216,11400714819323231517,1816,54,11400714819323314953,1624,1766,11400714819323305161,626,275,11400714819323238454,2082,9
20,58,2003,11400714819323301079,11400714819323230953,1256,1492,11400714819323279819,294,885,11400714819323218037,80,517,11400714819323204222,2020,10
20,60,2003,11400714819323301646,11400714819323231083,388,1906,11400714819323225452,1199,257,11400714819323276974,1155,1404,11400714819323275250,2011,9
20,61,2003,11400714819323300440,11400714819323230824,1630,368,11400714819323302082,354,81,11400714819323221084,300,1767,11400714819323219819,2028,11
20,64,2003,11400714819323300883,11400714819323231018,1176,252,11400714819323273391,1868,1092,11400714819323318880,1323,379,11400714819323284657,2016,6
20,67,2003,11400714819323302090,11400714819323231454,533,58,11400714819323232257,1329,1725,11400714819323286895,533,58,11400714819323232257,2080,12
20,68,2003,11400714819323300699,11400714819323230761,69,1072,11400714819323204051,1754,1720,11400714819323313625,1946,788,11400714819323322389,2033,10
20,69,2003,11400714819323300377,11400714819323230824,1260,1366,11400714819323279690,1647,1150,11400714819323304833,1815,60,11400714819323315393,2026,11
20,72,2003,11400714819323301711,11400714819323231083,930,1068,11400714819323259403,1542,1675,11400714819323298727,592,355,11400714819323236444,2012,11
20,73,2003,11400714819323300837,11400714819323231722,497,125,11400714819323230399,1339,925,11400714819323284219,102,445,11400714819323205389,2034,9
20,74,2003,11400714819323302861,11400714819323231391,1998,1167,11400714819323326937,1864,1511,11400714819323318918,1322,1987,11400714819323284104,2075,11
20,76,2003,11400714819323300003,11400714819323231659,1092,802,11400714819323270412,1187,442,11400714819323274004,1491,1053,11400714819323294645,2040,7
20,77,2003,11400714819323302513,11400714819323231248,1206,1722,11400714819323278794,144,258,11400714819323208107,1942,1610,11400714819323326034,2067,6
20,79,2003,11400714819323302090,11400714819323231454,757,671,11400714819323248196,1090,1478,11400714819323270953,1360,1621,11400714819323286254,2079,9
20,80,2003,11400714819323302640,11400714819323231248,237,255,11400714819323213922,1907,718,11400714819323320844,367,1527,11400714819323223880,2069,10
20,81,2003,11400714819323300129,11400714819323231893,328,271,11400714819323219518,1260,1256,11400714819323279828,274,671,11400714819323216490,2043,9
20,84,2003,11400714819323300837,11400714819323231722,465,897,11400714819323229595,3,783,11400714819323199463,1229,1986,11400714819323280519,2034,7
20,86,2003,11400714819323301205,11400714819323230888,1442,281,11400714819323290292,1870,350,11400714819323319688,1079,1220,11400714819323267985,2022,7
20,87,2003,11400714819323301711,11400714819323231083,990,789,11400714819323262079,518,90,11400714819323231350,1628,1390,11400714819323305030,2012,8
20,88,2003,11400714819323300837,11400714819323231722,337,1451,11400714819323221765,1570,1135,11400714819323301038,1739,503,11400714819323311285,2034,8
20,89,2003,11400714819323302970,11400714819323232146,1522,853,11400714819323295892,867,1388,11400714819323254906,1135,829,11400714819323271234,2058,9
20,91,2003,11400714819323303411,11400714819323232211,1089,1579,11400714819323271121,1903,264,11400714819323321815,1089,1579,11400714819323271121,2064,8
20,92,2003,11400714819323301581,11400714819323231083,1182,1299,11400714819323276625,1107,614,11400714819323269148,941,1006,11400714819323260803,2010,8
20,94,2003,11400714819323302861,11400714819323231391,1718,734,11400714819323308182,473,816,11400714819323229218,546,1008,11400714819323235119,2074,10
20,95,2003,11400714819323302640,11400714819323231313,396,575,11400714819323224123,1153,709,11400714819323274427,921,1807,11400714819323259347,2070,8
20,96,2003,11400714819323303719,11400714819323232023,421,426,11400714819323225805,1179,153,11400714819323273231,1907,1782,11400714819323324116,2053,7
21,1,2003,11400714819323301711,11400714819323231083,372,642,11400714819323222656,366,119,11400714819323222281,1489,1304,11400714819323294512,2012,9
21,4,2003,11400714819323303589,11400714819323232023,739,472,11400714819323245958,1049,42,11400714819323266972,490,1851,11400714819323232160,2051,8
21,10,2003,11400714819323300634,11400714819323230761,1475,1785,11400714819323293949,1816,1247,11400714819323318178,260,889,11400714819323216331,2031,8
21,11,2003,11400714819323303468,11400714819323231956,1756,1229,11400714819323313989,536,700,11400714819323234127,1964,63,11400714819323326099,2048,11
21,12,2003,11400714819323305822,11400714819323231636,1884,1417,11400714819323321641,1549,1391,11400714819323297866,635,1621,11400714819323241395,2092,10
21,13,2003,11400714819323300003,11400714819323231659,1601,1706,11400714819323302606,242,765,11400714819323214652,1508,943,11400714819323297753,2040,11
21,15,2003,11400714819323305476,11400714819323231580,340,1063,11400714819323221189,1443,1218,11400714819323293532,93,1193,11400714819323205704,2088,8
21,17,2003,11400714819323300440,11400714819323230824,869,604,11400714819323255791,1783,618,11400714819323312907,1375,266,11400714819323286377,2028,9
21,18,2003,11400714819323305629,11400714819323231636,1494,1504,11400714819323297084,1629,827,11400714819323305594,467,466,11400714819323228872,2091,9
21,25,2003,11400714819323302970,11400714819323232146,1252,518,11400714819323280560,399,92,11400714819323224347,1241,2002,11400714819323281284,2058,11
21,26,2003,11400714819323303864,11400714819323232086,251,164,11400714819323214668,105,617,11400714819323205809,843,1831,11400714819323254149,2055,9
21,27,2003,11400714819323300440,11400714819323230824,181,1015,11400714819323211212,1283,1940,11400714819323281578,407,1667,11400714819323226410,2027,7
21,31,2003,11400714819323300634,11400714819323230761,1259,1351,11400714819323279805,1098,887,11400714819323270996,932,25,11400714819323258291,2031,6
21,34,2003,11400714819323301205,11400714819323230888,682,1375,11400714819323244084,1222,209,11400714819323276113,734,1453,11400714819323247399,2023,10
21,39,2003,11400714819323301205,11400714819323230888,195,1396,11400714819323212474,1861,1727,11400714819323318944,642,1620,11400714819323240715,2022,7
21,41,2003,11400714819323302970,11400714819323232146,1071,1199,11400714819323267488,898,1382,11400714819323257177,208,355,11400714819323212156,2058,6
21,42,2003,11400714819323300440,11400714819323230824,49,1008,11400714819323202656,933,1153,11400714819323259162,1591,564,11400714819323300769,2028,6
21,48,2003,11400714819323303929,11400714819323232086,121,544,11400714819323206890,1819,1999,11400714819323317105,1473,935,11400714819323294893,2054,7
21,49,2003,11400714819323305476,11400714819323231580,1802,289,11400714819323315826,1278,1572,11400714819323282950,398,1456,11400714819323225126,2088,7
21,52,2003,11400714819323300634,11400714819323230761,1992,860,11400714819323327659,210,843,11400714819323212998,1959,1665,11400714819323324824,2031,9
21,54,2003,11400714819323300129,11400714819323231893,1385,147,11400714819323288875,497,1674,11400714819323231914,1216,65,11400714819323275590,2043,7
21,57,2003,11400714819323300335,11400714819323231893,1037,1968,11400714819323268101,1306,849,11400714819323281974,1037,1968,11400714819323268101,2044,8
21,59,2003,11400714819323302027,11400714819323231454,909,1878,11400714819323257859,592,1628,11400714819323237717,982,1953,11400714819323263485,2081,11
21,62,2003,11400714819323301275,11400714819323230888,1237,1706,11400714819323280865,1349,1919,11400714819323286368,1237,1706,11400714819323280865,2024,6
21,66,2003,11400714819323300192,11400714819323231659,1687,1841,11400714819323309116,1321,1709,11400714819323284325,1482,745,11400714819323295546,2041,7
21,67,2003,11400714819323300837,11400714819323231722,1730,1983,11400714819323310278,684,157,11400714819323243249,1783,645,11400714819323312352,2034,7
21,69,2003,11400714819323300504,11400714819323230824,1388,477,11400714819323289377,1660,1364,11400714819323307124,572,1436,11400714819323237244,2029,9
21,72,2003,11400714819323299943,11400714819323231722,493,224,11400714819323230557,690,1837,11400714819323245276,1036,1222,11400714819323265234,2036,7
21,74,2003,11400714819323302861,11400714819323231391,1363,231,11400714819323287107,104,392,11400714819323205599,1224,990,11400714819323279341,2074,9
21,77,2003,11400714819323300066,11400714819323231659,1225,1738,11400714819323277976,1166,1006,11400714819323273256,1529,1897,11400714819323299525,2039,6
21,78,2003,11400714819323303292,11400714819323232211,402,788,11400714819323225503,466,1744,11400714819323229707,1308,1869,11400714819323285173,2062,6
21,85,2003,11400714819323301646,11400714819323231083,1377,385,11400714819323286095,87,1624,11400714819323205653,1481,1172,11400714819323294098,2011,9
21,87,2003,11400714819323302770,11400714819323231313,1373,1101,11400714819323288996,1872,1874,11400714819323321963,1921,895,11400714819323323957,2072,7
21,96,2003,11400714819323300003,11400714819323231659,844,1340,11400714819323254376,1066,1505,11400714819323267498,565,855,11400714819323236108,2040,9
21,97,2003,11400714819323303864,11400714819323232086,1634,1542,11400714819323304529,1723,865,11400714819323308383,606,1000,11400714819323238986,2055,10
21,98,2003,11400714819323303468,11400714819323231956,1491,955,11400714819323294679,1663,355,11400714819323304104,1408,802,11400714819323290903,2048,11
21,99,2003,11400714819323301516,11400714819323231141,1588,1561,11400714819323303567,191,1472,11400714819323212155,1588,1561,11400714819323303567,2008,9
22,1,2003,11400714819323300634,11400714819323230761,500,429,11400714819323230923,352,1557,11400714819323223010,1978,1205,11400714819323328130,2031,10
22,2,2003,11400714819323300003,11400714819323231659,1046,65,11400714819323266765,1020,1744,11400714819323265304,769,1923,11400714819323250585,2040,10
22,4,2003,11400714819323301205,11400714819323230888,776,1771,11400714819323250378,974,1830,11400714819323262048,297,888,11400714819323218750,2022,8
22,6,2003,11400714819323303103,11400714819323232146,1582,335,11400714819323300929,190,1752,11400714819323212322,1648,201,11400714819323304970,2060,7
22,7,2003,11400714819323301581,11400714819323231083,1115,14,11400714819323271074,1246,1436,11400714819323281078,307,516,11400714819323218454,2010,7
22,8,2003,11400714819323300883,11400714819323231018,259,1780,11400714819323217162,1553,825,11400714819323298563,5,541,11400714819323199350,2016,7
22,9,2003,11400714819323302861,11400714819323231391,1521,404,11400714819323297428,656,1742,11400714819323241751,1054,30,11400714819323265188,2074,9
22,11,2003,11400714819323300837,11400714819323231722,271,748,11400714819323216395,915,1794,11400714819323259688,933,388,11400714819323257959,2034,7
22,13,2003,11400714819323301492,11400714819323231141,1052,415,11400714819323265447,1982,622,11400714819323324492,210,366,11400714819323212517,2007,6
22,17,2003,11400714819323302343,11400714819323231580,267,346,11400714819323216250,1194,1884,11400714819323276209,1084,69,11400714819323267157,2085,9
22,22,2003,11400714819323302770,11400714819323231313,1982,413,11400714819323324575,1170,842,11400714819323273617,1500,480,11400714819323294640,2072,8
22,25,2003,11400714819323301429,11400714819323231141,804,1513,11400714819323250915,323,935,11400714819323220367,1275,438,11400714819323279666,2006,9
